               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 171,            0.014666,           0.0078304,                   0,             0.99719,                   1,               0.995,             0.89481,            0.013272,           0.0023874,                   0,            0.003268,            0.003268,            0.003268
                 172,            0.014379,           0.0080038,                   0,             0.99882,                   1,               0.995,             0.89911,            0.013229,           0.0025509,                   0,           0.0032284,           0.0032284,           0.0032284
                 173,            0.014083,           0.0080492,                   0,             0.99798,                   1,               0.995,             0.88355,            0.013341,           0.0024115,                   0,           0.0031888,           0.0031888,           0.0031888
                 174,            0.013588,           0.0079261,                   0,             0.99751,                   1,               0.995,             0.90099,            0.013418,           0.0024552,                   0,           0.0031492,           0.0031492,           0.0031492
                 175,            0.015036,           0.0079258,                   0,             0.99733,                   1,               0.995,             0.90922,            0.013504,           0.0023488,                   0,           0.0031096,           0.0031096,           0.0031096
                 176,            0.013633,           0.0077722,                   0,               0.998,                   1,               0.995,             0.92116,            0.013615,           0.0023377,                   0,             0.00307,             0.00307,             0.00307
                 177,            0.013403,           0.0078793,                   0,             0.99771,                   1,               0.995,             0.90173,            0.013094,           0.0024377,                   0,           0.0030304,           0.0030304,           0.0030304
                 178,            0.014001,           0.0081975,                   0,             0.99751,                   1,               0.995,             0.89667,            0.012829,           0.0023968,                   0,           0.0029908,           0.0029908,           0.0029908
                 179,            0.013897,           0.0075587,                   0,             0.99769,                   1,               0.995,             0.90021,            0.014032,           0.0022575,                   0,           0.0029512,           0.0029512,           0.0029512
                 180,            0.013658,           0.0078636,                   0,             0.99794,                   1,               0.995,             0.90033,            0.013401,           0.0023816,                   0,           0.0029116,           0.0029116,           0.0029116
                 181,            0.014448,            0.007821,                   0,             0.99772,                   1,               0.995,             0.90579,            0.012798,           0.0023033,                   0,            0.002872,            0.002872,            0.002872
                 182,            0.014203,           0.0077672,                   0,             0.99757,                   1,               0.995,              0.8828,            0.013891,           0.0024476,                   0,           0.0028324,           0.0028324,           0.0028324
                 183,            0.014085,           0.0081782,                   0,             0.99786,                   1,               0.995,             0.89015,            0.013691,           0.0023074,                   0,           0.0027928,           0.0027928,           0.0027928
                 184,            0.013985,           0.0078548,                   0,             0.99606,                   1,               0.995,             0.90805,            0.013331,           0.0021721,                   0,           0.0027532,           0.0027532,           0.0027532
                 185,            0.013948,           0.0077099,                   0,             0.99818,                   1,               0.995,             0.89996,            0.012614,           0.0023323,                   0,           0.0027136,           0.0027136,           0.0027136
                 186,            0.013083,           0.0077112,                   0,             0.99824,                   1,               0.995,             0.90301,            0.013421,           0.0024175,                   0,            0.002674,            0.002674,            0.002674
                 187,            0.013994,           0.0075516,                   0,             0.99759,                   1,               0.995,             0.89057,            0.012332,           0.0024211,                   0,           0.0026344,           0.0026344,           0.0026344
                 188,            0.013603,           0.0077732,                   0,             0.99759,                   1,               0.995,             0.90304,            0.012558,           0.0023569,                   0,           0.0025948,           0.0025948,           0.0025948
                 189,             0.01324,           0.0075206,                   0,             0.99827,                   1,               0.995,             0.89741,            0.012721,           0.0022545,                   0,           0.0025552,           0.0025552,           0.0025552
                 190,            0.013654,           0.0077478,                   0,             0.99366,                   1,               0.995,             0.89161,            0.012953,           0.0024939,                   0,           0.0025156,           0.0025156,           0.0025156
                 191,            0.013169,           0.0075043,                   0,             0.99705,                   1,               0.995,             0.90042,            0.013025,           0.0025907,                   0,            0.002476,            0.002476,            0.002476
                 192,            0.013531,           0.0080883,                   0,             0.99842,                   1,               0.995,             0.89055,            0.013136,           0.0024308,                   0,           0.0024364,           0.0024364,           0.0024364
                 193,            0.014702,           0.0078784,                   0,             0.99768,                   1,               0.995,             0.89069,             0.01296,           0.0023801,                   0,           0.0023968,           0.0023968,           0.0023968
                 194,            0.013212,           0.0074547,                   0,             0.99474,                   1,               0.995,             0.89861,            0.012567,           0.0024142,                   0,           0.0023572,           0.0023572,           0.0023572
                 195,            0.012787,           0.0076819,                   0,             0.99484,                   1,               0.995,             0.88362,             0.01303,           0.0023592,                   0,           0.0023176,           0.0023176,           0.0023176
                 196,            0.012641,           0.0073847,                   0,             0.99778,                   1,               0.995,             0.89322,            0.013046,           0.0023713,                   0,            0.002278,            0.002278,            0.002278
                 197,            0.012492,           0.0074323,                   0,             0.99786,                   1,               0.995,             0.90218,            0.012315,           0.0023793,                   0,           0.0022384,           0.0022384,           0.0022384
                 198,             0.01341,           0.0075254,                   0,             0.99603,                   1,               0.995,             0.90246,            0.013428,           0.0022815,                   0,           0.0021988,           0.0021988,           0.0021988
                 199,            0.012625,           0.0072653,                   0,             0.99771,                   1,               0.995,             0.90249,            0.012715,           0.0022839,                   0,           0.0021592,           0.0021592,           0.0021592
                 200,            0.012759,           0.0074854,                   0,             0.99794,                   1,               0.995,             0.89389,            0.012772,           0.0022877,                   0,           0.0021196,           0.0021196,           0.0021196
                 201,            0.012197,           0.0070462,                   0,             0.99824,                   1,               0.995,             0.88927,            0.012675,           0.0022143,                   0,             0.00208,             0.00208,             0.00208
                 202,            0.013611,           0.0074876,                   0,             0.99799,                   1,               0.995,             0.89375,            0.012798,           0.0023582,                   0,           0.0020404,           0.0020404,           0.0020404
                 203,            0.012606,            0.007572,                   0,             0.99838,                   1,               0.995,             0.89863,            0.012761,           0.0023047,                   0,           0.0020008,           0.0020008,           0.0020008
                 204,            0.012464,           0.0072058,                   0,             0.99837,                   1,               0.995,             0.90547,             0.01286,           0.0021271,                   0,           0.0019612,           0.0019612,           0.0019612
                 205,            0.012318,           0.0073932,                   0,             0.99797,                   1,               0.995,             0.90918,            0.012307,            0.002244,                   0,           0.0019216,           0.0019216,           0.0019216
                 206,            0.012974,           0.0075932,                   0,              0.9972,                   1,               0.995,             0.90511,             0.01223,           0.0023117,                   0,            0.001882,            0.001882,            0.001882
                 207,            0.012941,           0.0074422,                   0,             0.99696,                   1,               0.995,             0.90389,            0.012828,           0.0023136,                   0,           0.0018424,           0.0018424,           0.0018424
                 208,            0.013284,           0.0075288,                   0,             0.99696,                   1,               0.995,             0.90333,            0.012787,           0.0022582,                   0,           0.0018028,           0.0018028,           0.0018028
                 209,            0.012996,           0.0080984,                   0,             0.99728,                   1,               0.995,             0.89821,            0.012902,             0.00236,                   0,           0.0017632,           0.0017632,           0.0017632
                 210,            0.012168,            0.007309,                   0,             0.99765,                   1,               0.995,             0.89873,              0.0138,           0.0024325,                   0,           0.0017236,           0.0017236,           0.0017236
                 211,            0.012397,           0.0070698,                   0,             0.99778,                   1,               0.995,             0.90994,            0.012869,           0.0023183,                   0,            0.001684,            0.001684,            0.001684
                 212,            0.012711,           0.0075493,                   0,             0.99718,                   1,               0.995,             0.89882,            0.012575,           0.0022928,                   0,           0.0016444,           0.0016444,           0.0016444
                 213,            0.013559,            0.007464,                   0,             0.99646,                   1,               0.995,             0.90549,            0.012596,           0.0023023,                   0,           0.0016048,           0.0016048,           0.0016048
                 214,            0.012364,           0.0069753,                   0,             0.99565,                   1,               0.995,             0.91534,            0.013083,           0.0021987,                   0,           0.0015652,           0.0015652,           0.0015652
                 215,            0.012278,           0.0071503,                   0,             0.99823,                   1,               0.995,             0.91715,            0.012939,           0.0021431,                   0,           0.0015256,           0.0015256,           0.0015256
                 216,            0.012036,           0.0071004,                   0,              0.9985,                   1,               0.995,             0.91387,            0.012089,           0.0022361,                   0,            0.001486,            0.001486,            0.001486
                 217,            0.012005,            0.006927,                   0,             0.99802,                   1,               0.995,             0.90786,             0.01212,           0.0023254,                   0,           0.0014464,           0.0014464,           0.0014464
                 218,            0.011966,            0.007492,                   0,             0.99713,                   1,               0.995,             0.90579,            0.012646,           0.0023729,                   0,           0.0014068,           0.0014068,           0.0014068
                 219,            0.013142,           0.0072943,                   0,             0.99709,                   1,               0.995,             0.90172,            0.012293,           0.0024222,                   0,           0.0013672,           0.0013672,           0.0013672
                 220,            0.012338,            0.006967,                   0,             0.99544,                   1,               0.995,             0.90682,            0.011776,             0.00233,                   0,           0.0013276,           0.0013276,           0.0013276
                 221,            0.011475,           0.0068518,                   0,             0.99514,                   1,               0.995,             0.92342,            0.012462,           0.0021926,                   0,            0.001288,            0.001288,            0.001288
                 222,            0.012098,           0.0075017,                   0,             0.99693,                   1,               0.995,             0.92631,            0.012629,            0.002101,                   0,           0.0012484,           0.0012484,           0.0012484
                 223,            0.011249,           0.0070606,                   0,             0.99636,                   1,               0.995,              0.9321,            0.012173,           0.0021566,                   0,           0.0012088,           0.0012088,           0.0012088
                 224,            0.011664,           0.0070289,                   0,              0.9969,                   1,               0.995,             0.91019,             0.01198,            0.002229,                   0,           0.0011692,           0.0011692,           0.0011692
                 225,            0.012182,           0.0071734,                   0,             0.99765,                   1,               0.995,             0.91339,            0.011915,           0.0022576,                   0,           0.0011296,           0.0011296,           0.0011296
                 226,            0.011788,           0.0070194,                   0,             0.99704,                   1,               0.995,             0.91978,            0.012641,           0.0021637,                   0,             0.00109,             0.00109,             0.00109
                 227,            0.012027,           0.0072153,                   0,             0.99529,                   1,               0.995,             0.92067,              0.0121,           0.0020792,                   0,           0.0010504,           0.0010504,           0.0010504
                 228,            0.011693,           0.0070677,                   0,             0.99684,                   1,               0.995,             0.90758,            0.012604,           0.0020868,                   0,           0.0010108,           0.0010108,           0.0010108
                 229,            0.011908,           0.0070992,                   0,              0.9981,                   1,               0.995,             0.92947,            0.011828,           0.0020493,                   0,           0.0009712,           0.0009712,           0.0009712
                 230,            0.011282,           0.0071743,                   0,             0.99831,                   1,               0.995,             0.92854,            0.012083,           0.0020348,                   0,           0.0009316,           0.0009316,           0.0009316
                 231,             0.01211,           0.0069391,                   0,             0.99821,                   1,               0.995,             0.92512,            0.011955,           0.0020574,                   0,            0.000892,            0.000892,            0.000892
                 232,            0.011591,           0.0071106,                   0,             0.99818,                   1,               0.995,             0.91561,            0.011772,           0.0020906,                   0,           0.0008524,           0.0008524,           0.0008524
                 233,             0.01207,           0.0068016,                   0,             0.99773,                   1,               0.995,             0.91268,            0.012421,           0.0021338,                   0,           0.0008128,           0.0008128,           0.0008128
                 234,             0.01193,           0.0069997,                   0,             0.99751,                   1,               0.995,             0.91228,            0.012244,           0.0020972,                   0,           0.0007732,           0.0007732,           0.0007732
                 235,            0.010895,           0.0069419,                   0,             0.99759,                   1,               0.995,             0.89763,            0.012433,           0.0021204,                   0,           0.0007336,           0.0007336,           0.0007336
                 236,            0.011664,           0.0071436,                   0,             0.99781,                   1,               0.995,             0.90254,            0.012527,           0.0021882,                   0,            0.000694,            0.000694,            0.000694
                 237,            0.012062,           0.0068881,                   0,             0.99746,                   1,               0.995,              0.9158,            0.012311,           0.0021983,                   0,           0.0006544,           0.0006544,           0.0006544
                 238,            0.011108,           0.0069578,                   0,              0.9954,                   1,               0.995,             0.91646,            0.012745,           0.0021752,                   0,           0.0006148,           0.0006148,           0.0006148
                 239,            0.012111,           0.0069609,                   0,               0.993,                   1,               0.995,             0.90385,            0.012827,           0.0022141,                   0,           0.0005752,           0.0005752,           0.0005752
                 240,            0.011133,           0.0070585,                   0,             0.99573,                   1,               0.995,             0.90704,            0.011949,           0.0021905,                   0,           0.0005356,           0.0005356,           0.0005356
                 241,            0.010955,           0.0066351,                   0,             0.99598,                   1,               0.995,             0.89933,            0.012308,           0.0022781,                   0,            0.000496,            0.000496,            0.000496
                 242,            0.011741,           0.0066196,                   0,             0.99589,                   1,               0.995,             0.90326,            0.012108,           0.0022134,                   0,           0.0004564,           0.0004564,           0.0004564
                 243,            0.011617,           0.0071888,                   0,             0.99657,                   1,               0.995,             0.90639,            0.012624,           0.0021233,                   0,           0.0004168,           0.0004168,           0.0004168
                 244,            0.012032,           0.0070827,                   0,             0.99671,                   1,               0.995,             0.90818,            0.012061,           0.0021082,                   0,           0.0003772,           0.0003772,           0.0003772
                 245,            0.011448,           0.0069601,                   0,             0.99581,                   1,               0.995,               0.904,            0.011883,           0.0021738,                   0,           0.0003376,           0.0003376,           0.0003376
                 246,            0.011705,           0.0066682,                   0,             0.99519,                   1,               0.995,             0.90934,             0.01225,           0.0021927,                   0,            0.000298,            0.000298,            0.000298
                 247,            0.011494,           0.0068274,                   0,             0.99456,                   1,               0.995,             0.90206,            0.012408,           0.0021945,                   0,           0.0002584,           0.0002584,           0.0002584
                 248,            0.011028,           0.0068375,                   0,             0.99506,                   1,               0.995,             0.90276,            0.012025,            0.002185,                   0,           0.0002188,           0.0002188,           0.0002188
                 249,            0.010759,           0.0067593,                   0,             0.99555,                   1,               0.995,             0.89747,            0.012231,            0.002195,                   0,           0.0001792,           0.0001792,           0.0001792
